Name_of_pre.generated_SBGN_file	pathway.database	PATHWAY_URI	sub.database	pathway.id	DISPLAY_NAME
http___identifiers.org_reactome_R-HSA-390650.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-390650	reactome	R-HSA-390650	Histamine receptors
http___identifiers.org_reactome_R-HSA-390651.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-390651	reactome	R-HSA-390651	Dopamine receptors
http___identifiers.org_reactome_R-HSA-390666.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-390666	reactome	R-HSA-390666	Serotonin receptors
http___identifiers.org_reactome_R-HSA-390696.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-390696	reactome	R-HSA-390696	Adrenoceptors
http___identifiers.org_reactome_R-HSA-390918.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-390918	reactome	R-HSA-390918	Peroxisomal lipid metabolism
http___identifiers.org_reactome_R-HSA-391160.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-391160	reactome	R-HSA-391160	Signal regulatory protein family interactions
http___identifiers.org_reactome_R-HSA-391903.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-391903	reactome	R-HSA-391903	Eicosanoid ligand-binding receptors
http___identifiers.org_reactome_R-HSA-391906.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-391906	reactome	R-HSA-391906	Leukotriene receptors
http___identifiers.org_reactome_R-HSA-391908.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-391908	reactome	R-HSA-391908	Prostanoid ligand receptors
http___identifiers.org_reactome_R-HSA-392023.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-392023	reactome	R-HSA-392023	Adrenaline signalling through Alpha-2 adrenergic receptor
http___identifiers.org_reactome_R-HSA-392154.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-392154	reactome	R-HSA-392154	Nitric oxide stimulates guanylate cyclase
http___identifiers.org_reactome_R-HSA-392170.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-392170	reactome	R-HSA-392170	ADP signalling through P2Y purinoceptor 12
http___identifiers.org_reactome_R-HSA-392451.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-392451	reactome	R-HSA-392451	G beta:gamma signalling through PI3Kgamma
http___identifiers.org_reactome_R-HSA-392517.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-392517	reactome	R-HSA-392517	Rap1 signalling
http___identifiers.org_reactome_R-HSA-392851.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-392851	reactome	R-HSA-392851	Prostacyclin signalling through prostacyclin receptor
http___identifiers.org_reactome_R-HSA-3928662.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-3928662	reactome	R-HSA-3928662	EPHB-mediated forward signaling
http___identifiers.org_reactome_R-HSA-3928663.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-3928663	reactome	R-HSA-3928663	EPHA-mediated growth cone collapse
http___identifiers.org_reactome_R-HSA-3928664.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-3928664	reactome	R-HSA-3928664	Ephrin signaling
http___identifiers.org_reactome_R-HSA-3928665.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-3928665	reactome	R-HSA-3928665	EPH-ephrin mediated repulsion of cells
http___identifiers.org_reactome_R-HSA-399710.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-399710	reactome	R-HSA-399710	Activation of AMPA receptors
http___identifiers.org_reactome_R-HSA-399719.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-399719	reactome	R-HSA-399719	Trafficking of AMPA receptors
http___identifiers.org_reactome_R-HSA-399954.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-399954	reactome	R-HSA-399954	Sema3A PAK dependent Axon repulsion
http___identifiers.org_reactome_R-HSA-399955.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-399955	reactome	R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion
http___identifiers.org_reactome_R-HSA-399956.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-399956	reactome	R-HSA-399956	CRMPs in Sema3A signaling
http___identifiers.org_reactome_R-HSA-399997.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-399997	reactome	R-HSA-399997	Acetylcholine regulates insulin secretion
http___identifiers.org_reactome_R-HSA-400042.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-400042	reactome	R-HSA-400042	"Adrenaline,noradrenaline inhibits insulin secretion"
http___identifiers.org_reactome_R-HSA-400206.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-400206	reactome	R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
http___identifiers.org_reactome_R-HSA-400253.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-400253	reactome	R-HSA-400253	Circadian Clock
http___identifiers.org_reactome_R-HSA-400511.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-400511	reactome	R-HSA-400511	"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"
http___identifiers.org_reactome_R-HSA-4043911.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-4043911	reactome	R-HSA-4043911	Defective PMM2 causes PMM2-CDG (CDG-1a)
http___identifiers.org_reactome_R-HSA-4043916.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-4043916	reactome	R-HSA-4043916	Defective MPI causes MPI-CDG (CDG-1b)
http___identifiers.org_reactome_R-HSA-4085001.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-4085001	reactome	R-HSA-4085001	Sialic acid metabolism
http___identifiers.org_reactome_R-HSA-4085011.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-4085011	reactome	R-HSA-4085011	"Defective GNE causes sialuria, Nonaka myopathy and inclusion body myopathy 2"
http___identifiers.org_reactome_R-HSA-4085023.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-4085023	reactome	R-HSA-4085023	Defective GFPT1 causes CMSTA1
http___identifiers.org_reactome_R-HSA-4086398.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-4086398	reactome	R-HSA-4086398	Ca2+ pathway
http___identifiers.org_reactome_R-HSA-4086400.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-4086400	reactome	R-HSA-4086400	PCP/CE pathway
http___identifiers.org_reactome_R-HSA-416476.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-416476	reactome	R-HSA-416476	G alpha (q) signalling events
http___identifiers.org_reactome_R-HSA-416482.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-416482	reactome	R-HSA-416482	G alpha (12/13) signalling events
http___identifiers.org_reactome_R-HSA-416550.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-416550	reactome	R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration
http___identifiers.org_reactome_R-HSA-416572.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-416572	reactome	R-HSA-416572	Sema4D induced cell migration and growth-cone collapse
http___identifiers.org_reactome_R-HSA-416700.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-416700	reactome	R-HSA-416700	Other semaphorin interactions
http___identifiers.org_reactome_R-HSA-416993.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-416993	reactome	R-HSA-416993	Trafficking of GluR2-containing AMPA receptors
http___identifiers.org_reactome_R-HSA-417957.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-417957	reactome	R-HSA-417957	P2Y receptors
http___identifiers.org_reactome_R-HSA-417973.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-417973	reactome	R-HSA-417973	Adenosine P1 receptors
http___identifiers.org_reactome_R-HSA-418217.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418217	reactome	R-HSA-418217	G beta:gamma signalling through PLC beta
http___identifiers.org_reactome_R-HSA-418346.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418346	reactome	R-HSA-418346	Platelet homeostasis
http___identifiers.org_reactome_R-HSA-418359.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418359	reactome	R-HSA-418359	Reduction of cytosolic Ca++ levels
http___identifiers.org_reactome_R-HSA-418457.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418457	reactome	R-HSA-418457	cGMP effects
http___identifiers.org_reactome_R-HSA-418555.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418555	reactome	R-HSA-418555	G alpha (s) signalling events
http___identifiers.org_reactome_R-HSA-418592.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418592	reactome	R-HSA-418592	ADP signalling through P2Y purinoceptor 1
http___identifiers.org_reactome_R-HSA-418594.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418594	reactome	R-HSA-418594	G alpha (i) signalling events
http___identifiers.org_reactome_R-HSA-418597.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418597	reactome	R-HSA-418597	G alpha (z) signalling events
http___identifiers.org_reactome_R-HSA-418885.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418885	reactome	R-HSA-418885	DCC mediated attractive signaling
http___identifiers.org_reactome_R-HSA-418886.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418886	reactome	R-HSA-418886	Netrin mediated repulsion signals
http___identifiers.org_reactome_R-HSA-418889.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418889	reactome	R-HSA-418889	Ligand-independent caspase activation via DCC
http___identifiers.org_reactome_R-HSA-418890.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418890	reactome	R-HSA-418890	Role of second messengers in netrin-1 signaling
http___identifiers.org_reactome_R-HSA-418990.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-418990	reactome	R-HSA-418990	Adherens junctions interactions
http___identifiers.org_reactome_R-HSA-419037.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-419037	reactome	R-HSA-419037	NCAM1 interactions
http___identifiers.org_reactome_R-HSA-419408.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-419408	reactome	R-HSA-419408	Lysosphingolipid and LPA receptors
http___identifiers.org_reactome_R-HSA-419771.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-419771	reactome	R-HSA-419771	Opsins
http___identifiers.org_reactome_R-HSA-419812.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-419812	reactome	R-HSA-419812	Calcitonin-like ligand receptors
http___identifiers.org_reactome_R-HSA-420029.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-420029	reactome	R-HSA-420029	Tight junction interactions
http___identifiers.org_reactome_R-HSA-420092.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-420092	reactome	R-HSA-420092	Glucagon-type ligand receptors
http___identifiers.org_reactome_R-HSA-420499.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-420499	reactome	R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)
http___identifiers.org_reactome_R-HSA-420597.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-420597	reactome	R-HSA-420597	Nectin/Necl trans heterodimerization
http___identifiers.org_reactome_R-HSA-421837.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-421837	reactome	R-HSA-421837	Clathrin derived vesicle budding
http___identifiers.org_reactome_R-HSA-422085.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-422085	reactome	R-HSA-422085	"Synthesis, secretion, and deacylation of Ghrelin"
http___identifiers.org_reactome_R-HSA-422356.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-422356	reactome	R-HSA-422356	Regulation of insulin secretion
http___identifiers.org_reactome_R-HSA-425366.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-425366	reactome	R-HSA-425366	"Transport of bile salts and organic acids, metal ions and amine compounds"
http___identifiers.org_reactome_R-HSA-425374.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-425374	reactome	R-HSA-425374	Amino acid and oligopeptide SLC transporters
http___identifiers.org_reactome_R-HSA-425381.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-425381	reactome	R-HSA-425381	Bicarbonate transporters
http___identifiers.org_reactome_R-HSA-425393.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-425393	reactome	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides
http___identifiers.org_reactome_R-HSA-425397.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-425397	reactome	R-HSA-425397	"Transport of vitamins, nucleosides, and related molecules"
http___identifiers.org_reactome_R-HSA-425410.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-425410	reactome	R-HSA-425410	Metal ion SLC transporters
http___identifiers.org_reactome_R-HSA-425428.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-425428	reactome	R-HSA-425428	Amine compound SLC transporters
http___identifiers.org_reactome_R-HSA-425471.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-425471	reactome	R-HSA-425471	Bile salt and organic anion SLC transporters
http___identifiers.org_reactome_R-HSA-425561.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-425561	reactome	R-HSA-425561	Sodium/Calcium exchangers
http___identifiers.org_reactome_R-HSA-425986.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-425986	reactome	R-HSA-425986	Sodium/Proton exchangers
http___identifiers.org_reactome_R-HSA-426048.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-426048	reactome	R-HSA-426048	Arachidonate production from DAG
http___identifiers.org_reactome_R-HSA-426117.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-426117	reactome	R-HSA-426117	Cation-coupled Chloride cotransporters
http___identifiers.org_reactome_R-HSA-426486.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-426486	reactome	R-HSA-426486	Small interfering RNA (siRNA) biogenesis
http___identifiers.org_reactome_R-HSA-426496.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-426496	reactome	R-HSA-426496	Post-transcriptional silencing by small RNAs
http___identifiers.org_reactome_R-HSA-427359.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-427359	reactome	R-HSA-427359	SIRT1 negatively regulates rRNA expression
http___identifiers.org_reactome_R-HSA-427389.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-427389	reactome	R-HSA-427389	Activation of rRNA Expression by ERCC6 (CSB) and EHMT2 (G9a)
http___identifiers.org_reactome_R-HSA-427413.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-427413	reactome	R-HSA-427413	NoRC negatively regulates rRNA expression
http___identifiers.org_reactome_R-HSA-427589.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-427589	reactome	R-HSA-427589	Type II Na+/Pi cotransporters
http___identifiers.org_reactome_R-HSA-427601.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-427601	reactome	R-HSA-427601	Multifunctional anion exchangers
http___identifiers.org_reactome_R-HSA-427652.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-427652	reactome	R-HSA-427652	Sodium-coupled phosphate cotransporters
http___identifiers.org_reactome_R-HSA-427975.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-427975	reactome	R-HSA-427975	Proton/oligopeptide cotransporters
http___identifiers.org_reactome_R-HSA-428359.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-428359	reactome	R-HSA-428359	Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA
http___identifiers.org_reactome_R-HSA-428540.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-428540	reactome	R-HSA-428540	Activation of RAC1
http___identifiers.org_reactome_R-HSA-428542.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-428542	reactome	R-HSA-428542	Regulation of commissural axon pathfinding by SLIT and ROBO
http___identifiers.org_reactome_R-HSA-428543.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-428543	reactome	R-HSA-428543	Inactivation of CDC42 and RAC1
http___identifiers.org_reactome_R-HSA-428559.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-428559	reactome	R-HSA-428559	Proton-coupled neutral amino acid transporters
http___identifiers.org_reactome_R-HSA-428643.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-428643	reactome	R-HSA-428643	Organic anion transporters
http___identifiers.org_reactome_R-HSA-428890.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-428890	reactome	R-HSA-428890	Role of ABL in ROBO-SLIT signaling
http___identifiers.org_reactome_R-HSA-428930.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-428930	reactome	R-HSA-428930	Thromboxane signalling through TP receptor
http___identifiers.org_reactome_R-HSA-429593.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-429593	reactome	R-HSA-429593	Inositol transporters
http___identifiers.org_reactome_R-HSA-429947.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-429947	reactome	R-HSA-429947	Deadenylation of mRNA
http___identifiers.org_reactome_R-HSA-429958.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-429958	reactome	R-HSA-429958	mRNA decay by 3' to 5' exoribonuclease
http___identifiers.org_reactome_R-HSA-430039.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-430039	reactome	R-HSA-430039	mRNA decay by 5' to 3' exoribonuclease
http___identifiers.org_reactome_R-HSA-430116.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-430116	reactome	R-HSA-430116	GP1b-IX-V activation signalling
http___identifiers.org_reactome_R-HSA-432030.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-432030	reactome	R-HSA-432030	Transport of glycerol from adipocytes to the liver by Aquaporins
http___identifiers.org_reactome_R-HSA-432040.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-432040	reactome	R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins
http___identifiers.org_reactome_R-HSA-432047.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-432047	reactome	R-HSA-432047	Passive transport by Aquaporins
http___identifiers.org_reactome_R-HSA-432142.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-432142	reactome	R-HSA-432142	Platelet sensitization by LDL
http___identifiers.org_reactome_R-HSA-432720.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-432720	reactome	R-HSA-432720	Lysosome Vesicle Biogenesis
http___identifiers.org_reactome_R-HSA-432722.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-432722	reactome	R-HSA-432722	Golgi Associated Vesicle Biogenesis
